threshold,mean_density,std_density,min_density,max_density,score
0.35,0.048547983169555664,0.018628194718231537,0.0101165771484375,0.10302734375,0.07610906551000221
0.45,0.048547983169555664,0.018628194718231537,0.0101165771484375,0.10302734375,0.07610906551000221
0.55,0.021452009677886963,0.010258157632147163,0.001659393310546875,0.047954559326171875,0.10111252973014982
